,name,rating,review
16,Spice Elephant,4,"Nice place to dine and has a good ambiance Food is good and the serving time is also goodneat restrooms and well arranged tablesonly thing is we went at 1230 for lunchand we noticed that they kept on playing one music back to back which was a little annoying

1 Chicken biriyani was so good and the chicken was fresh and tender rice was well cooked and overall was great

2 Mutton biriyani was very very good and tasty and It had plenty of mutton pieces"
17,Spice Elephant,5,"This place just cool  with good ambience and slow music and having delicious food is where you find peace Staff very friendly and they have maintained the place so clean The price is average for what the quantity of food they serve
Thom yum Thai soup was best and was treat to mouth roti was soft with that vilaythi paneer was perfect to have for veggie foodies in rice we tried burnt garlic fried rice with vegetables and it was the perfect thing to end"
18,Spice Elephant,4,Quiet a good family type of place too calm and usually we dont find crowd here panner curry and the deserts is what we had tasted they wer really good but we found it a little expensive
19,Spice Elephant,2,"I had a very bad experience here
I dont know about a la carte but the buffet was the worst They gave us complementary drink and momos before the buffet The momos were really good
The number of varieties first of all was very disappointing The service was very slow They refilled the food very slowly The starters were okay The main course also was so so There was two gravies with roti and some rice with raitha They had chats sev puri and pan puri which was average But the desert was disappointing They had gulab Jamun and chocolate cake The jamun was not cooked inside There was a cold blob of raw dough inside The chocolate cake also was really hard and not that good
Overall the buffet was a bad experience for me"
20,Spice Elephant,4,"Food 810
Ambience810
Staff810
One of the good places to try north Indian foodbut depends on ur taste buds Not everyone will like all the items here Specially when u r particular abt sweet and spicy food
Theres buffet available too
We had ordered paneer uttar dakshin and paneer kurchanwas amazing The Gobi hara pyaz and mix veg were average"
21,Spice Elephant,3,A decent place for a family lunch or dinner well arranged in a simple manner Food was tasty and the crew was very helpful and understanding
22,Spice Elephant,4,"Great place to have a heavy lunch Good service
The chicken biryani was undoubtedly one of the best Ive had Biriyani and Lassi would be the suggested combo Buffet is the talk of the place so try according to your appetite A nice place"
23,Spice Elephant,4,Its the one restaurant near katriguppe that i found was really good Good variety of Chinese and thai dishes Service is good and good place to hangout with family as its a peaceful place where noise is really less and good view
24,Spice Elephant,2,"Spice elephant soup SPL almost manchow flavour soup Just above medium spicy

Lasooni fish tikka was awesome

I dont remember the dessert name but I have attached the photo  It had vanilla ice inside wafers Wafer was hell hard egg smell chewy  Nightmare dessert 

Table leg space was very bad I was so uncomfortable the whole time kept on adjusting my legs

No parking

For the taste felt this is too costly"
25,Spice Elephant,4,Zomato gold partner at this price It was insane They have really nice food small place with very courteous staff and very cheap food for this ambience Cost of soups is 80100 Starters from 150250 Main course 200300 Cost for two was 800 for us
26,San Churro Cafe,3,Ambience is not that good enough and its not a pocket friendly cafe and the quantity is not that good and desserts are too good enough 
27,San Churro Cafe,3,"Went there for a quick bite with friends
The ambience had more of corporate feel I would say it was unique
Tried nachos pasta churros and lasagne

Nachos were pathetic Seriously dont order
Pasta was okayish
Lasagne was good
Nutella churros were the best
Overall an okayish experience
Peace "
28,San Churro Cafe,4,"First of all a big thanks to the staff of this Cafe Very polite and courteous

I was there 15mins before their closing time Without any discomfort or hesitation the staff welcomed me with a warm smile and said theyre still open though they were preparing to close the cafe for the day

Quickly ordered the Thai green curry which is served with rice They got it for me within 10mins hot and freshly made

It was tasty with the taste of coconut milk Not very spicy it was mild spicy

I saw they had yummy looking dessert menu should go there to try them out

A good spacious place to hang out for coffee pastas pizza or Thai food"
29,San Churro Cafe,3,A place for people who love churos Otherwise its a normal simple cafe like any other in town  Can go and spend the evening there  The positive being it is one of the better cafes in and around Banashankari and also the place is not very crowded 
30,San Churro Cafe,3,Have been visiting this place since years The quality has gone down drastically Food quality has become very average from good Service is also very bad of late
31,San Churro Cafe,1,"Really disappointed with the place

Seems like a old dusty store room stacked up with old sofas and chairs The decor is soo disappointing that I cannot put it in words
Lastly the food was cherry on the cake to make it a complete worse meal

This place is the last option you should ever consider"
32,San Churro Cafe,3,"Congested atmosphere due to smoke from kitchen
Ambience was k
Service was k 
Churos was a new experience recommended
Near to kims  Parking was not der"
33,San Churro Cafe,1,"Cockroaches  I Repeat cockroachesBakasura was disappointed
Being in Banashankari being a gold outlet and nesting them who can even think of that Thankfully it wasnt over bakasuras plate The ambience was last cleaned a decade back i guess A cockroach just walked over our table As it was alive and well moving  the bakasura couldnt take a pic of it Then the staff had to actually take it out of our table Such ambience  like what are you upto

Bakasura disapproves I dont even want to talk about the food"
34,San Churro Cafe,4,"A nice place to hangout this place looks professional and also cute If anyone is trying churros for the first the time this is the place to go Cheesecake is pretty amazing too
Recommended"
35,San Churro Cafe,4,"1 pizza mocktails shakes and churros really very good
2 staff good
3 ambience simple and nice good
4 location of San churro cafe very nice
5 over San churro cafe good"
36,San Churro Cafe,3,"One of my favourite places that I often visit in South bangalore  but quality has been reduced than before Little unhappy with the food this time
But their churros never dissapointed me Staff are too slow and do not respond easily

Soups
Minestrone soup was like vegetable stock water with vegetables in it not happy with it

Churros 
It was great as usual A must visit place if u love churros

Starters
1 Africano panner 
It was bit sweet and not happy with the dish
2 Loaded nachos 
This happened to be their one of the best dishes but now I take back my words Very dissapointed with the dish

Main course
sicilia pizza
Pizza was too good its a must try dish

Finally I would recommend this place for churros and pizza 

Taste  610
Ambience 710
Value for money  810

Overall experience  7510"
37,San Churro Cafe,4,Visited this place long before place come tonotice with the decoration lights outside the cafe We ordered churos pizza and hot chocolate all were good just I little priced more
38,San Churro Cafe,4,"Spain pictures of Churros triggered Nostalgia about it  which led to Google search for Churro places in city  lucky we to get the result as San Churro cafe  we had an delectable churros here along with hot chocolate and Nachos  Thanks for fulfilling our thirst of Spanish Churros 
Food  
Churros 
Hot Chocolate 
Nachos 

Service  

Ambiance  

Cleanliness  

One drawback  Store had some flies I hope they take care of them for our next tour "
39,San Churro Cafe,3,"Chocolaty and churroic experience

Hit chocolate and churro with chocolate dip in the picture

My first time at this restaurant and it has delivered in service options as well as taste"
40,San Churro Cafe,4,Though very sadly the place looks in need of retouching but the food was great Especially when it was super cold outside and we were super hungry the staff was nice We ordered the pink pasta and a pizza Both of them were pretty good Was really tempted to try their Churros but we were stuffed Worth a visit and try for sure
41,San Churro Cafe,3,Churros the restaurants eponymous offering has to be tried Theyre a Mexican snack and served with chocolate sauce Milkshakes are good too The interior walls have murals and writings all over Havent tried the pizzas here but the cakes and pastries were pretty good
42,San Churro Cafe,3,Honestly have only tried parcels and that too only starters and mains  never tried desserts So this review is based on starters and mains only The quality wasnt all that great was pretty average
43,San Churro Cafe,4,"Visited this place for the first time recently The ambience was pretty good We ordered two churros for two Having churros for the first time ever I was way too excited and judgmental But swear to Lord the churros were heavenly The chocolate sauce was the actual chocolate sauce and not nutella xD We had taken the Cross Country Ranch pizza It was a thin crust pizza loaded with veggies
The place is famous for churros the name suggests so I would love to visit again to try all the other items out "
44,San Churro Cafe,4,"I love the desserts more than anything here Good place and well served 
We dint like the nachos here  it was not that good as we expected 
Except nachos almost all dish were quite good"
45,San Churro Cafe,2,2nd time I have visited this place and I am surprised to see how it has declined Churros was hard pizza was pathetic loaded nachos and masala Garlic bread were topped with cheese with MAYO Yes mayonnese Soup has the bread crumbs in almost melted state mocktails were average and our only Savior was pasta and caramel pudding This place has high potential but let down by dull ambience pretty slow and inattentive staff Buffet price was listed as 399 but was charged 499 We still went ahead and took the deal to be very disappointed Most dishes were freshly cooked hence going with some starts else would rate them lower I did not find a single person who seemed happy with their meal as moat complained about one thing or the other Thatll be my last visit San Churros
46,Addhuri Udupi Bhojana,4,Great food and proper Karnataka style full meals Been there twice and was fully satisfied Will give 5 stars if its well managed
47,Addhuri Udupi Bhojana,2,Reached the place at 3pm on Saturday Half of the items on the menu were over What was annoying was is the food was cold The taste was also very average Only dosa and holige were good There were very few people in the restaurant and the service was still very slow The waiters were all standing in one corner and talking Had to call them repeatedly
48,Addhuri Udupi Bhojana,4,Had been here good food served and tastygood place to go with freinds and family should be first to get served well with all food One of the good hotel there for this price
49,Addhuri Udupi Bhojana,2,How can a Udupi restaurant be so dirtythe floor the walls the waiters are all stained in foodWhy cant they clean it The floor even had decorative colour paper every where and lot of foodNow coming to the taste of the food it was pretty decent for what they chargwWhat upset us was the menu says they serve thambuli two variety of rice etc but they were all over at 245 but they still charged us full amountLastly if u r ok to b seated with random people and adjust with their table manners burrping etc then tis place is decent for a quick veg udupi meals
50,Addhuri Udupi Bhojana,4,"Aadhuri Udupi bhojana is one of the best vegetarian hotel in and around Banashankari locality
were we can enjoy the authentic south Karnataka style food"
51,Addhuri Udupi Bhojana,5,One of the best restaurants for unlimited food Price for one full unlimited meal is 150 and the service is awesome here If youre a costalian you will love the food served here
52,Addhuri Udupi Bhojana,4,"Been here a couple of times Highly satisfying on both the ocassions Great food Decent service At price of 160 per person it is of a great value The staff here serves in a traditional Mysore style dresses The food is authentic Karnataka meals I really liked the pineapple picklechutney They serve some 4 varities of rice of which you shouldnt try all as you would already be full Roti Dosa were decent In the deserts Payasam Holige were good
I think it is one the must try places to try some authentic south food even if you have been to the likes of Kamath etc this one is a little different "
53,Addhuri Udupi Bhojana,5,Very good restorent good south Indian food very nice all food s are good we spent good time and food in this hotel value of money we loved it
54,Addhuri Udupi Bhojana,3.5,"I went to this restaurant on Sunday afternoonIt was a bit crowded

Its located in the 1st floor Above anna kuteera kathriguppe

You need to take food coupon in the ground floor itself
it was 160 rs

Taste wise it was good
Service was slow
Nothing excitingdifferent in the menu
Whatever they serve its good
Worth for money"
55,Addhuri Udupi Bhojana,5,Awesome place  worth with price  quality  quantity  service  hygiene and discipline I loved it  wish there were more rating stars to give I give 100 on 5 for sure
56,Addhuri Udupi Bhojana,3.5,Nice food good ambiance so many verity of food this time i was in hurry so next review will be detailed one Its good to see all dishes at one place
57,Addhuri Udupi Bhojana,1.5,The food was not satisfactory Not one item served could be eaten again  Only advantage is the price but even that is not going to be enough to make me visit the place again  Dear Udupi staff people wouldnt mind if the food quality was better for a higher price and please get more fans so that people wont have to deal with another disappointment of sweating while eating
58,Addhuri Udupi Bhojana,5,Excellent quality and taste more variety of authentic south Indian food Excellent service Highly recommended Worth the money we pay here
59,Addhuri Udupi Bhojana,2,Im rating 2 only because of the large number of items they serve for the price they charge While the taste is moderate the biggest turn off is the poor service and totally unresponsive staff They are either understaffed or poorly trained I didnt get to taste a few items thanks to their ever busy staff and ended eating what was served Please learn the crowd management from other peers like maiyya and roti ghar
60,Addhuri Udupi Bhojana,5,One of my colleagues suggested this place Went there at 1 pm and place wasnt crowded Ambience is decent and cool A welcome drink appekai saru was served Then startedtypical baale yele uta  Diffrerent types of palya kosambari and sides Then came masala dosa pulkapulav veg rice bath Masala dosa was very very tasty Service is bit fast as people will be coming but they will make it slow if u tell them to Then comes rice with sambarrasam daaltambali And yes dont forget to eat holigepayasam and icecream Service is very nice One best thing is all of this comes in just 160 rs and its unlimited What else you want A must visit place for south indian foodie
61,Addhuri Udupi Bhojana,3,"Been here last week with high expectations based on few reviews But utterly disappointed with the food quality  taste I feel its an overhyped place There are many better places in the vicinity for Plantain leaf meal There was too much of waiting  these staffs were too hurry in serving food  asking people to finish meal  leave quickly I can understand there is a waiting and staffs should approach in a positive way I will never go there again

bangaloreepicurecom"
62,Addhuri Udupi Bhojana,4,I have a confession being a south Indian I distaste south Indian foodnot that I hate it I dont like it eitherBut still made up my mind on Sankaranti to have authentic south Indian food visited Adduri Udupi Bhojana because it was close to my placeI just had a look at the menu told myself that I can do itI am not blessed with a tremendous appetitewelcomed with the mango soup followed by the wide variety of dishes served I have developed the new love for Pongalboth sweet and KharaI can still feel the taste of the ghee bursting in my mouth but it waskai holige that made my day crisp and softnot to forget food is served on a banana leaf that adds in more flavor and tastewaiters are attentive and responsiveThe customers needs are monitored and addressedso much variety for just 160Rs without compromising on quantity and quality and yes it is unlimitedThis visit turned out to be a surprise package
63,Addhuri Udupi Bhojana,3.5,"Food is good
No parking
Ambience is average
Overall its value for money if you looking for south Indian food
Preferred the tiffin items"
64,Addhuri Udupi Bhojana,3,"Been here last week with high expectations based on few reviews But utterly disappointed with the food quality  taste I feel its an overhyped place There are many better places in the vicinity for Plantain leaf meal There was too much of waiting  these staffs were too hurry in serving food  asking people to finish meal  leave quickly I can understand there is a waiting and staffs should approach in a positive way I will never go there again

bangaloreepicurecom"
65,Addhuri Udupi Bhojana,4,I have a confession being a south Indian I distaste south Indian foodnot that I hate it I dont like it eitherBut still made up my mind on Sankaranti to have authentic south Indian food visited Adduri Udupi Bhojana because it was close to my placeI just had a look at the menu told myself that I can do itI am not blessed with a tremendous appetitewelcomed with the mango soup followed by the wide variety of dishes served I have developed the new love for Pongalboth sweet and KharaI can still feel the taste of the ghee bursting in my mouth but it waskai holige that made my day crisp and softnot to forget food is served on a banana leaf that adds in more flavor and tastewaiters are attentive and responsiveThe customers needs are monitored and addressedso much variety for just 160Rs without compromising on quantity and quality and yes it is unlimitedThis visit turned out to be a surprise package
66,Addhuri Udupi Bhojana,3.5,"Food is good
No parking
Ambience is average
Overall its value for money if you looking for south Indian food
Preferred the tiffin items"
67,Addhuri Udupi Bhojana,3,"Been here last week with high expectations based on few reviews But utterly disappointed with the food quality  taste I feel its an overhyped place There are many better places in the vicinity for Plantain leaf meal There was too much of waiting  these staffs were too hurry in serving food  asking people to finish meal  leave quickly I can understand there is a waiting and staffs should approach in a positive way I will never go there again

bangaloreepicurecom"
68,Addhuri Udupi Bhojana,4,I have a confession being a south Indian I distaste south Indian foodnot that I hate it I dont like it eitherBut still made up my mind on Sankaranti to have authentic south Indian food visited Adduri Udupi Bhojana because it was close to my placeI just had a look at the menu told myself that I can do itI am not blessed with a tremendous appetitewelcomed with the mango soup followed by the wide variety of dishes served I have developed the new love for Pongalboth sweet and KharaI can still feel the taste of the ghee bursting in my mouth but it waskai holige that made my day crisp and softnot to forget food is served on a banana leaf that adds in more flavor and tastewaiters are attentive and responsiveThe customers needs are monitored and addressedso much variety for just 160Rs without compromising on quantity and quality and yes it is unlimitedThis visit turned out to be a surprise package
69,Addhuri Udupi Bhojana,3.5,"Food is good
No parking
Ambience is average
Overall its value for money if you looking for south Indian food
Preferred the tiffin items"
70,Addhuri Udupi Bhojana,3,"Been here last week with high expectations based on few reviews But utterly disappointed with the food quality  taste I feel its an overhyped place There are many better places in the vicinity for Plantain leaf meal There was too much of waiting  these staffs were too hurry in serving food  asking people to finish meal  leave quickly I can understand there is a waiting and staffs should approach in a positive way I will never go there again

bangaloreepicurecom"
71,Addhuri Udupi Bhojana,4,I have a confession being a south Indian I distaste south Indian foodnot that I hate it I dont like it eitherBut still made up my mind on Sankaranti to have authentic south Indian food visited Adduri Udupi Bhojana because it was close to my placeI just had a look at the menu told myself that I can do itI am not blessed with a tremendous appetitewelcomed with the mango soup followed by the wide variety of dishes served I have developed the new love for Pongalboth sweet and KharaI can still feel the taste of the ghee bursting in my mouth but it waskai holige that made my day crisp and softnot to forget food is served on a banana leaf that adds in more flavor and tastewaiters are attentive and responsiveThe customers needs are monitored and addressedso much variety for just 160Rs without compromising on quantity and quality and yes it is unlimitedThis visit turned out to be a surprise package
72,Addhuri Udupi Bhojana,3.5,"Food is good
No parking
Ambience is average
Overall its value for money if you looking for south Indian food
Preferred the tiffin items"
73,Addhuri Udupi Bhojana,3,"Been here last week with high expectations based on few reviews But utterly disappointed with the food quality  taste I feel its an overhyped place There are many better places in the vicinity for Plantain leaf meal There was too much of waiting  these staffs were too hurry in serving food  asking people to finish meal  leave quickly I can understand there is a waiting and staffs should approach in a positive way I will never go there again

bangaloreepicurecom"
74,Addhuri Udupi Bhojana,4,I have a confession being a south Indian I distaste south Indian foodnot that I hate it I dont like it eitherBut still made up my mind on Sankaranti to have authentic south Indian food visited Adduri Udupi Bhojana because it was close to my placeI just had a look at the menu told myself that I can do itI am not blessed with a tremendous appetitewelcomed with the mango soup followed by the wide variety of dishes served I have developed the new love for Pongalboth sweet and KharaI can still feel the taste of the ghee bursting in my mouth but it waskai holige that made my day crisp and softnot to forget food is served on a banana leaf that adds in more flavor and tastewaiters are attentive and responsiveThe customers needs are monitored and addressedso much variety for just 160Rs without compromising on quantity and quality and yes it is unlimitedThis visit turned out to be a surprise package
75,Addhuri Udupi Bhojana,3.5,"Food is good
No parking
Ambience is average
Overall its value for money if you looking for south Indian food
Preferred the tiffin items"
76,Addhuri Udupi Bhojana,4,Had been on a week night for an authentic south Indian food I personally love being served on banyan leaf The waiters are all dressed up in traditional Mysore attire wearing with a peta The food was delicious and definitely worth its price The waiters are friendly and serve u well with a smile The food is prepared without garlic which is a plus point attracting many senior customers
77,Addhuri Udupi Bhojana,3.5,"Food is good and enjoyed With 150 Rs is very nice
Note It happen with us
  If you going TWO people you may need to share the table there Its almost crowed
  You have to sit where they ask you cant choose even if all the table are empty 
Just wait eat and come back"
78,Addhuri Udupi Bhojana,5,Excellent Ambience with delicious meals with 1015 variety types Worth paying for money and you can dine out if you are with more friendsrelatives in home
79,Addhuri Udupi Bhojana,4.5,Very good and Unlimited  especially masala dosa  Service and ambience was also good will visit again with friends  very very reasonble and wholesome food
80,Addhuri Udupi Bhojana,3.5,Aaaa wt to tell Unlimited food food was like exactly like south indian marriage food 2 soups sides masala dosa all were unlimited for just 150 except ice cream in the end  they give a water bottle and main thing is have patience to get place to sit there is no parking place of this outlet and difficult to park in front of the restaurants
81,Grand Village,4,Very good restaurant in neighbourhood Buffet system is properly arranged Variety of dishes along with garba dance and puppet show Good spread of desserts Live paratha  Kulcha making
82,Grand Village,4,"Great service overwhelming experience

One of its kind experience Grand village offers you some very desi food options

Jaljeera buttermilk chat papdi bhajiya dosa pav bhaji noodles and so many curries kulcha roti and garama garam Jalebies gulab jamuns

Beautiful ambience of village People serving with smiles and with full heart 

So here goes my overall ratings 
Food  45
Ambience  355
Service  45
Pocket friendly  45"
83,Timepass Dinner,3,"Food 35
Ambience 35
Service 35

Had been here for family lunch This place serves buffets too We ordered soups babycorn starters butter naan kadai panner veg kohlapuri pease pulav Food was good But the service is too slow They will make you wait for 20 mins to get the order This place is apt for family hangout

Cheers"
84,Rosewood International Hotel - Bar & Restaurant,5,"Awesome food Great serviceFriendly staffsGood quality of food
 Complimentary Breakfast 
 Honey Lemon Chicken and Chicken Manchow Soup
Perfect place too stay alone or with family Will stay whenever I will go Bangalore "
85,Rosewood International Hotel - Bar & Restaurant,5,"Newly Launched Bar  Restaurant Good Food quality Like to visit again Also like to suggest to others
Nice Ambiance and setting Also outdoor dining is available Did like the Chicken grill"
86,Onesta,5,"I personally really liked this place  The ambience with the rooftop  plants  the music is great 
The starters are good and so were the pizzas
The prices are pretty affordable Must visit place "
87,Onesta,5,Very good pizza took unlimited pizza and could eat 3 pizzas easily per person even service is very good staff is very courteous and polite
88,Onesta,4,Onward has been a favourite place for a Pizza for quite some time Their Happy Hour Pizzas and Pizza Combos are to be relished The pizzas are fluffy and have just the right amount of sauce and toppings to cheer you up
89,Onesta,3,"Onesta serves unlimited pizza and desserts with pasta also
This places has multiple branches in the city and usually crowded on weekends
Service its good and decent
Prices  affordable
Food desserts and shakes are very good
But the pizzas are too thick base ones so until you order something very cheesy or with a generous topping cant taste it
The choclate banana pizza was a disappointment as was very raw"
90,Onesta,4,I like going back to this place I really like the ambience and the fact that it is a rooftop makes it a cool place to hangout Although I keep ordering almost the same thing every time it has always turned out to be a nice experience This place is famous for its pizza but I kinda like their pasta more Also the tiramisu shots are to die for and so is the mozzarella cheese balls with a really generous amount of cheese inside I would surely recommend this place and I would definitely keep going back
91,Onesta,5,"Bakasuras Paradise

The only place that can keep the bakasuras belly happy
My 6th visit and my 5th different onesta visit
From RR nagar JP Nagar Basavanagudi Koramangala bakasura ended up at an onesta in Banashankari as well
Every visit  its the unlimited meal that I have had But but but there is a change thats happening From unlimited pizza unlimited dessert and a beverage mocktails and everything to unlimited pizza one dessert and one aerated beverage cokePepsifanta  I have been through all And yet it never disappoints
The pizzas here are just fab and you can hardly eat like 45 pizzas in one sitting bakasura can can you Yes you can
Coming to the staff they are great
Coming to the quality its great

To finish
Be like onesta

Its Bakasura Recommended
Food 1010
Ambience 1010
Staff 1010
Value for money 2510

Onesta Love"
92,Onesta,4,It is like any other onesta outlet But I find this outlet more crowded than any other outlet that I have visited so far Food wise its the same no much of difference But since the place a little huge service is delayed usually
93,Onesta,5,At times of a cafe bubble in Bangalore Onesta truly stands out as one the best restaurants with great food pocket friendly menu and excellent staff The place often has offers providing unlimited pizzas at prices as low as Rs 150 I have been here multiple times  tasted most of the items on menu and not once have I returned unsatisfied
94,Onesta,5,"This is one of the biggest Onesta outlets Ive visited In the last couple of years Onesta has made a name for itself We did not have pizza places that have a buffet option

Like any other Onesta the taste is right up there and the quick service I like the thin crust pizzas here Id recommend you to take the buffet ordering a la carte is not pocket friendly"
95,Onesta,5,"This roof top outlet of Onest  is one of the amazing places to have the best pizzas in and around Banashankari

Not only the ambience but also the cheerful yet humble service staff catalised my great experience there

Must try chat pizza herbed wedges

rajeshwrites"
96,Onesta,4,"This is one of the best restaurants in banglore this is a roof top restaurant with a very good ambiance
This is a peaceful place where u can seat chat with your friends with very good starters  drinks  and off course pizzas 
They serve these tiny little desserts which look good  Personal favourite was cheese balls and fish fingers 
I love the service here its quick even during the offers their service is pretty fast"
97,Onesta,5,"Food  45
Service 105
So lets get over the food and the ambience first Restaurant is big with high roof give a sense of space well lit Food is great not mind blowing We took the unlimited menu and loved the bacon pizza most Rest of the pizza was good enough Among the deserts the walnut tart was superb but i didnt like the peanutbutter mousse at all

But in spite of all that the reason for the 5star rating is the service we got We were served by MrNanda who made us feel absolutely special He didnt have to We were a small party of just two people we werent ordering off the main menu and the restaurant discourages tips In spite of all that he was extremely attentive without being intrusive engaging and helpful I have been to quite some places from roadside ones to fivestar hotels rarely have the service been so heart warmingly good I hope he goes onto much much greater things in life because he is absolutely brilliant at his work"
98,Onesta,4,"Ambiance  45
Service  45
Food  45

Great pizza served hot and made to order They take note of what crusts you want for your pizza and I had the thin crust so I could eat more and the crust was made amazing also so was the pizza
The service is really good and the place is clean also All in all wonderful place and another great restaurant part of the franchise"
99,Onesta,4,"Loved the foodie experience here Came here for the name of the week offer and trust me I was disappointed This whole place has such a good ambience that u l love it instantly
Crazy Bangalore rain and Fresh piping hot pizza and the night is sorted
Unlimited pizzas a mocktail and did i just hear unlimited desserts
Goodbye midweek blues

I would specially mention the staff hereChaitanyaArup and Binita serving us they were all so friendly and courteous never have i had such an experience
What really makes your food enjoyable is just not the taste but how the person served you

Top notch guys
Coming back for moreoffer or no offer  "
100,Onesta,5,"This roof top outlet of Onest  is one of the amazing places to have the best pizzas in and around Banashankari

Not only the ambience but also the cheerful yet humble service staff catalised my great experience there

Must try chat pizza herbed wedges

rajeshwrites"
101,Onesta,4,"This is one of the best restaurants in banglore this is a roof top restaurant with a very good ambiance
This is a peaceful place where u can seat chat with your friends with very good starters  drinks  and off course pizzas 
They serve these tiny little desserts which look good  Personal favourite was cheese balls and fish fingers 
I love the service here its quick even during the offers their service is pretty fast"
102,Onesta,5,"Food  45
Service 105
So lets get over the food and the ambience first Restaurant is big with high roof give a sense of space well lit Food is great not mind blowing We took the unlimited menu and loved the bacon pizza most Rest of the pizza was good enough Among the deserts the walnut tart was superb but i didnt like the peanutbutter mousse at all

But in spite of all that the reason for the 5star rating is the service we got We were served by MrNanda who made us feel absolutely special He didnt have to We were a small party of just two people we werent ordering off the main menu and the restaurant discourages tips In spite of all that he was extremely attentive without being intrusive engaging and helpful I have been to quite some places from roadside ones to fivestar hotels rarely have the service been so heart warmingly good I hope he goes onto much much greater things in life because he is absolutely brilliant at his work"
103,Onesta,4,"Ambiance  45
Service  45
Food  45

Great pizza served hot and made to order They take note of what crusts you want for your pizza and I had the thin crust so I could eat more and the crust was made amazing also so was the pizza
The service is really good and the place is clean also All in all wonderful place and another great restaurant part of the franchise"
104,Onesta,4,"Loved the foodie experience here Came here for the name of the week offer and trust me I was disappointed This whole place has such a good ambience that u l love it instantly
Crazy Bangalore rain and Fresh piping hot pizza and the night is sorted
Unlimited pizzas a mocktail and did i just hear unlimited desserts
Goodbye midweek blues

I would specially mention the staff hereChaitanyaArup and Binita serving us they were all so friendly and courteous never have i had such an experience
What really makes your food enjoyable is just not the taste but how the person served you

Top notch guys
Coming back for moreoffer or no offer  "
105,Onesta,5,"This roof top outlet of Onest  is one of the amazing places to have the best pizzas in and around Banashankari

Not only the ambience but also the cheerful yet humble service staff catalised my great experience there

Must try chat pizza herbed wedges

rajeshwrites"
